Valores Confirmados;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER;;BANSANDER;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
01-01-05;15.503,63;7,25084E+11;15.027,96;7,21422E+11;14.313,12;97118457470;15.447,19;7,32404E+11;14.905,16;2,76658E+11;15.433,48;4,57175E+11;;
02-01-05;15.503,63;7,25084E+11;15.027,96;7,21422E+11;14.313,12;97118457470;15.447,19;7,32404E+11;14.905,16;2,76658E+11;15.433,48;4,57175E+11;;
03-01-05;15.511,87;7,25672E+11;15.039,82;7,21892E+11;14.325,19;97199844080;15.458,94;7,32823E+11;14.920,61;2,76894E+11;15.447,28;4,57724E+11;;
04-01-05;15.581,23;7,29675E+11;15.103,64;7,2836E+11;14.392,10;97653411314;15.530,48;7,36062E+11;14.986,56;2,78225E+11;15.523,28;4,59951E+11;;
05-01-05;15.613,03;7,31842E+11;15.097,95;7,27983E+11;14.422,81;97854222553;15.557,78;7,372E+11;14.997,73;2,78379E+11;15.548,97;4,61476E+11;;
06-01-05;15.460,23;7,26203E+11;14.975,31;7,25432E+11;14.300,87;97019936893;15.414,97;7,30382E+11;14.869,64;2,75978E+11;15.406,61;4,57094E+11;;
07-01-05;15.285,06;7,19293E+11;14.786,24;7,15864E+11;14.128,37;96538027820;15.222,41;7,21274E+11;14.683,72;2,72512E+11;15.218,26;4,52009E+11;;
08-01-05;15.285,06;7,19293E+11;14.786,24;7,15864E+11;14.128,37;96538027820;15.222,41;7,21274E+11;14.683,72;2,72512E+11;15.218,26;4,52009E+11;;
09-01-05;15.285,06;7,19293E+11;14.786,24;7,15864E+11;14.128,37;96538027820;15.222,41;7,21274E+11;14.683,72;2,72512E+11;15.218,26;4,52009E+11;;
10-01-05;15.227,70;7,17803E+11;14.740,94;7,14265E+11;14.084,40;96232497334;15.173,80;7,24432E+11;14.637,23;2,71636E+11;15.171,05;4,50682E+11;;
11-01-05;15.259,94;7,20429E+11;14.788,44;7,16485E+11;14.116,56;96453681163;15.207,35;7,2539E+11;14.666,71;2,74682E+11;15.200,29;4,5215E+11;;
12-01-05;15.281,15;7,22521E+11;14.807,89;7,17264E+11;14.130,30;96547485011;15.228,46;7,26189E+11;14.684,89;2,75142E+11;15.218,79;4,53837E+11;;
13-01-05;15.288,12;7,23733E+11;14.811,10;7,21508E+11;14.123,74;96515226784;15.217,63;7,25638E+11;14.680,77;2,75014E+11;15.212,23;4,53596E+11;;
14-01-05;15.248,99;7,22756E+11;14.758,66;7,19136E+11;14.082,84;96229039590;15.177,41;7,24055E+11;14.637,59;2,74304E+11;15.169,90;4,53888E+11;;
15-01-05;15.248,99;7,22756E+11;14.758,66;7,19136E+11;14.082,84;96229039590;15.177,41;7,24055E+11;14.637,59;2,74304E+11;15.169,90;4,53888E+11;;
16-01-05;15.248,99;7,22756E+11;14.758,66;7,19136E+11;14.082,84;96229039590;15.177,41;7,24055E+11;14.637,59;2,74304E+11;15.169,90;4,53888E+11;;
17-01-05;15.354,54;7,42936E+11;14.861,47;7,29229E+11;14.189,29;90824202631;15.286,26;7,47608E+11;14.741,78;2,80315E+11;15.284,75;4,58093E+11;;
18-01-05;15.431,49;7,47483E+11;14.927,11;7,32425E+11;14.252,04;99223678319;15.355,47;7,50976E+11;14.811,62;2,81597E+11;15.356,06;4,60503E+11;;
19-01-05;15.492,39;7,51501E+11;14.998,52;7,35972E+11;14.323,42;99727354569;15.426,24;7,5509E+11;14.883,19;2,82944E+11;15.426,77;4,64107E+11;;
20-01-05;15.426,97;7,50248E+11;14.934,08;7,34931E+11;14.258,64;99278926263;15.353,78;7,51646E+11;14.818,82;2,81715E+11;15.360,64;4,62069E+11;;
21-01-05;15.491,75;7,54832E+11;14.993,00;7,4296E+11;14.318,29;99690240614;15.409,43;7,54394E+11;14.876,13;2,82805E+11;15.421,49;4,64293E+11;;
22-01-05;15.491,75;7,54832E+11;14.993,00;7,4296E+11;14.318,29;99690240614;15.409,43;7,54394E+11;14.876,13;2,82805E+11;15.421,49;4,64293E+11;;
23-01-05;15.491,75;7,54832E+11;14.993,00;7,4296E+11;14.318,29;99690240614;15.409,43;7,54394E+11;14.876,13;2,82805E+11;15.421,49;4,64293E+11;;
24-01-05;15.367,00;7,50472E+11;14.872,27;7,36928E+11;14.202,10;98896361065;15.277,92;7,49261E+11;14.752,19;2,8149E+11;15.291,01;4,60361E+11;;
25-01-05;15.345,53;7,50087E+11;14.850,17;7,35979E+11;14.183,19;98766407945;15.265,09;7,48761E+11;14.737,84;2,84247E+11;15.273,26;4,60065E+11;;
26-01-05;15.471,92;7,57872E+11;14.957,39;7,42257E+11;14.289,94;99569615605;15.379,48;7,55215E+11;14.849,70;2,864E+11;15.390,21;4,62841E+11;;
27-01-05;15.479,39;7,59053E+11;14.969,46;7,45439E+11;14.303,58;99664365450;15.391,59;7,56021E+11;14.863,11;2,87291E+11;15.401,24;4,63263E+11;;
28-01-05;15.585,75;7,64584E+11;15.056,75;7,49723E+11;14.397,44;1,00317E+11;15.490,88;7,61995E+11;14.958,58;2,89109E+11;15.505,73;4,67436E+11;;
29-01-05;15.585,75;7,64584E+11;15.056,75;7,49723E+11;14.397,44;1,00317E+11;15.490,88;7,61995E+11;14.958,58;2,89109E+11;15.505,73;4,67436E+11;;
30-01-05;15.585,75;7,64584E+11;15.056,75;7,49723E+11;14.397,44;1,00317E+11;15.490,88;7,61995E+11;14.958,58;2,89109E+11;15.505,73;4,67436E+11;;
31-01-05;15.611,71;7,67205E+11;15.084,63;7,52167E+11;14.428,63;1,00673E+11;15.528,07;7,73162E+11;14.984,39;2,89526E+11;15.530,86;4,67913E+11;;
01-02-05;15.606,00;7,66859E+11;15.080,47;7,51952E+11;14.419,51;1,00562E+11;15.520,51;7,72858E+11;14.976,83;2,89373E+11;15.521,72;4,6767E+11;;
02-02-05;15.666,17;7,70494E+11;15.133,43;7,5457E+11;14.477,25;1,00892E+11;15.584,99;7,76147E+11;15.034,12;2,9051E+11;15.584,71;4,69553E+11;;
03-02-05;15.691,25;7,72632E+11;15.147,77;7,57598E+11;14.494,43;1,01012E+11;15.611,04;7,77545E+11;15.054,73;2,90901E+11;15.603,93;4,70143E+11;;
04-02-05;15.649,96;7,72553E+11;15.106,63;7,55546E+11;14.453,68;1,00724E+11;15.567,76;7,75271E+11;15.015,17;2,90129E+11;15.566,27;4,70504E+11;;
05-02-05;15.649,96;7,72553E+11;15.106,63;7,55546E+11;14.453,68;1,00724E+11;15.567,76;7,75271E+11;15.015,17;2,90129E+11;15.566,27;4,70504E+11;;
06-02-05;15.649,96;7,72553E+11;15.106,63;7,55546E+11;14.453,68;1,00724E+11;15.567,76;7,75271E+11;15.015,17;2,90129E+11;15.566,27;4,70504E+11;;
07-02-05;15.677,32;7,75516E+11;15.137,04;7,57217E+11;14.479,00;1,009E+11;15.599,86;7,76783E+11;15.041,57;2,9067E+11;15.593,87;4,7133E+11;;
08-02-05;15.783,91;7,82171E+11;15.224,09;7,6153E+11;14.563,30;1,02093E+11;15.691,87;7,81332E+11;15.132,31;2,94071E+11;15.692,58;4,74501E+11;;
09-02-05;15.867,27;7,87068E+11;15.313,48;7,66091E+11;14.645,76;1,02669E+11;15.776,01;7,85251E+11;15.217,89;2,95749E+11;15.779,19;4,7776E+11;;
10-02-05;15.866,68;7,87899E+11;15.322,53;7,66207E+11;14.651,06;1,02708E+11;15.778,55;7,85178E+11;15.221,50;2,95782E+11;15.781,64;4,77887E+11;;
11-02-05;15.767,40;7,84112E+11;15.231,01;7,64385E+11;14.561,31;1,02065E+11;15.680,46;7,80252E+11;15.132,01;2,94048E+11;15.686,74;4,75639E+11;;
12-02-05;15.767,40;7,84112E+11;15.231,01;7,64385E+11;14.561,31;1,02065E+11;15.680,46;7,80252E+11;15.132,01;2,94048E+11;15.686,74;4,75639E+11;;
13-02-05;15.767,40;7,84112E+11;15.231,01;7,64385E+11;14.561,31;1,02065E+11;15.680,46;7,80252E+11;15.132,01;2,94048E+11;15.686,74;4,75639E+11;;
14-02-05;15.764,20;7,84783E+11;15.216,19;7,63867E+11;14.546,90;1,01984E+11;15.676,95;7,80062E+11;15.121,72;2,93911E+11;15.679,85;4,75431E+11;;
15-02-05;15.830,53;7,89147E+11;15.269,12;7,66935E+11;14.603,39;1,02381E+11;15.739,33;7,8315E+11;15.179,78;2,95035E+11;15.740,51;4,77336E+11;;
16-02-05;15.885,40;8,07027E+11;15.326,29;7,75283E+11;14.672,06;96782269568;15.803,16;8,04101E+11;15.238,38;3,01876E+11;15.808,02;4,80683E+11;;
17-02-05;15.950,77;8,1197E+11;15.380,61;7,8095E+11;14.736,18;97220292089;15.854,85;8,06729E+11;15.299,24;3,03073E+11;15.871,84;4,83139E+11;;
18-02-05;15.889,05;8,10223E+11;15.334,87;7,80823E+11;14.679,25;1,04599E+11;15.801,89;8,04066E+11;15.248,40;3,02059E+11;15.817,79;4,82879E+11;;
19-02-05;15.889,05;8,10223E+11;15.334,87;7,80823E+11;14.679,25;1,04599E+11;15.801,89;8,04066E+11;15.248,40;3,02059E+11;15.817,79;4,82879E+11;;
20-02-05;15.889,05;8,10223E+11;15.334,87;7,80823E+11;14.679,25;1,04599E+11;15.801,89;8,04066E+11;15.248,40;3,02059E+11;15.817,79;4,82879E+11;;
21-02-05;15.917,38;8,13813E+11;15.364,14;7,82286E+11;14.703,77;1,04774E+11;15.828,35;8,13495E+11;15.272,61;3,02835E+11;15.848,17;4,83937E+11;;
22-02-05;15.946,25;8,16638E+11;15.381,23;7,8315E+11;14.727,30;1,04942E+11;15.851,41;8,14806E+11;15.294,25;3,06609E+11;15.875,59;4,84789E+11;;
23-02-05;15.948,49;8,17799E+11;15.392,16;7,8465E+11;14.734,18;1,05001E+11;15.851,31;8,1623E+11;15.301,72;3,06703E+11;15.879,01;4,86355E+11;;
24-02-05;16.006,80;8,21003E+11;15.446,30;7,9132E+11;14.792,85;1,05461E+11;15.917,83;8,20792E+11;15.362,18;3,08668E+11;15.942,89;4,88542E+11;;
25-02-05;16.031,65;8,22802E+11;15.460,38;7,92099E+11;14.810,61;1,0565E+11;15.933,35;8,2234E+11;15.378,64;3,08988E+11;15.961,93;4,90202E+11;;
26-02-05;16.031,65;8,22802E+11;15.460,38;7,92099E+11;14.810,61;1,0565E+11;15.933,35;8,2234E+11;15.378,64;3,08988E+11;15.961,93;4,90202E+11;;
27-02-05;16.031,65;8,22802E+11;15.460,38;7,92099E+11;14.810,61;1,0565E+11;15.933,35;8,2234E+11;15.378,64;3,08988E+11;15.961,93;4,90202E+11;;
28-02-05;16.229,09;8,32601E+11;15.645,64;8,02597E+11;14.998,69;1,07107E+11;16.136,59;8,34042E+11;15.569,90;3,1311E+11;16.162,17;4,95965E+11;;
01-03-05;16.207,42;8,31476E+11;15.627,26;8,01637E+11;14.993,41;1,07069E+11;16.116,90;8,33022E+11;15.548,13;3,12668E+11;;;16.150,16;4,95601E+11
02-03-05;16.358,27;8,40086E+11;15.772,57;8,09017E+11;15.135,91;1,08088E+11;16.280,22;8,41613E+11;15.698,64;3,15681E+11;;;16.305,28;5,00325E+11
03-03-05;16.474,50;8,48031E+11;15.871,56;8,18301E+11;15.234,99;1,08796E+11;16.383,26;8,46986E+11;15.795,49;3,17621E+11;;;16.411,24;5,03485E+11
04-03-05;16.368,86;8,44382E+11;15.786,44;8,13927E+11;15.153,26;1,08212E+11;16.276,58;8,40852E+11;15.697,37;3,15766E+11;;;16.314,13;5,02252E+11
05-03-05;16.368,86;8,44382E+11;15.786,44;8,13927E+11;15.153,26;1,08212E+11;16.276,58;8,40852E+11;15.697,37;3,15766E+11;;;16.314,13;5,02252E+11
06-03-05;16.368,86;8,44382E+11;15.786,44;8,13927E+11;15.153,26;1,08212E+11;16.276,58;8,40852E+11;15.697,37;3,15766E+11;;;16.314,13;5,02252E+11
07-03-05;16.429,77;8,49877E+11;15.849,36;8,17364E+11;15.209,67;1,08596E+11;16.344,96;8,50348E+11;15.759,61;3,17014E+11;;;16.373,24;5,04068E+11
08-03-05;16.448,88;8,53058E+11;15.847,39;8,17182E+11;15.221,12;1,08677E+11;16.356,34;8,50928E+11;15.765,12;3,19371E+11;;;16.387,34;5,04418E+11
09-03-05;16.526,00;8,58664E+11;15.953,46;8,2269E+11;15.295,03;1,09204E+11;16.445,55;8,55487E+11;15.857,40;3,21275E+11;;;16.472,87;5,08709E+11
10-03-05;16.604,14;8,64081E+11;16.030,42;8,32216E+11;15.372,33;1,10812E+11;16.529,62;8,60081E+11;15.934,18;3,22817E+11;;;16.555,59;5,11312E+11
11-03-05;16.506,17;8,60421E+11;15.944,78;8,27758E+11;15.291,13;1,10221E+11;16.432,31;8,54728E+11;15.845,28;3,21009E+11;;;16.466,86;5,09706E+11
12-03-05;16.506,17;8,60421E+11;15.944,78;8,27758E+11;15.291,13;1,10221E+11;16.432,31;8,54728E+11;15.845,28;3,21009E+11;;;16.466,86;5,09706E+11
13-03-05;16.506,17;8,60421E+11;15.944,78;8,27758E+11;15.291,13;1,10221E+11;16.432,31;8,54728E+11;15.845,28;3,21009E+11;;;16.466,86;5,09706E+11
14-03-05;16.402,79;8,56432E+11;15.833,27;8,21441E+11;15.185,99;1,0946E+11;16.319,91;8,48849E+11;15.738,71;3,18839E+11;;;16.353,95;5,0623E+11
15-03-05;16.439,65;8,61191E+11;15.873,24;8,23456E+11;15.220,01;1,09714E+11;16.366,00;8,51208E+11;15.778,12;3,19702E+11;;;16.389,14;5,07468E+11
16-03-05;16.359,14;8,71076E+11;15.783,56;8,22248E+11;15.131,70;1,04516E+11;16.268,23;8,56533E+11;15.686,03;3,24312E+11;;;16.299,78;5,089E+11
17-03-05;16.349,49;8,73389E+11;15.775,61;8,29535E+11;15.122,93;1,1189E+11;16.251,62;8,55648E+11;15.676,52;3,24104E+11;;;16.281,35;5,09511E+11
18-03-05;16.254,89;8,7268E+11;15.693,46;8,28183E+11;15.041,81;1,11383E+11;16.161,50;8,5213E+11;15.592,89;3,22371E+11;;;16.200,17;5,10169E+11
19-03-05;16.254,89;8,7268E+11;15.693,46;8,28183E+11;15.041,81;1,11383E+11;16.161,50;8,5213E+11;15.592,89;3,22371E+11;;;16.200,17;5,10169E+11
20-03-05;16.254,89;8,7268E+11;15.693,46;8,28183E+11;15.041,81;1,11383E+11;16.161,50;8,5213E+11;15.592,89;3,22371E+11;;;16.200,17;5,10169E+11
21-03-05;16.193,25;8,72292E+11;15.626,20;8,25374E+11;14.974,45;1,1087E+11;16.089,54;8,49546E+11;15.524,47;3,21828E+11;;;16.135,61;5,08168E+11
22-03-05;16.288,37;8,79434E+11;15.712,69;8,30018E+11;15.060,46;1,11501E+11;16.185,57;8,54692E+11;15.615,36;3,28099E+11;;;16.226,76;5,11042E+11
23-03-05;16.174,13;8,7638E+11;15.620,97;8,24931E+11;14.973,53;1,10938E+11;16.089,92;8,49726E+11;15.520,55;3,26197E+11;;;16.131,33;5,0906E+11
24-03-05;16.173,08;8,78636E+11;15.621,97;8,34797E+11;14.970,98;1,10964E+11;16.087,16;8,50536E+11;15.521,51;3,26213E+11;;;16.126,10;5,09026E+11
25-03-05;16.173,08;8,78636E+11;15.621,97;8,34797E+11;14.970,98;1,10964E+11;16.087,16;8,50536E+11;15.521,51;3,26213E+11;;;16.126,10;5,09026E+11
26-03-05;16.173,08;8,78636E+11;15.621,97;8,34797E+11;14.970,98;1,10964E+11;16.087,16;8,50536E+11;15.521,51;3,26213E+11;;;16.126,10;5,09026E+11
27-03-05;16.173,08;8,78636E+11;15.621,97;8,34797E+11;14.970,98;1,10964E+11;16.087,16;8,50536E+11;15.521,51;3,26213E+11;;;16.126,10;5,09026E+11
28-03-05;16.035,78;8,73667E+11;15.472,80;8,27401E+11;14.827,30;1,09904E+11;15.940,00;8,57584E+11;15.374,75;3,23916E+11;;;15.977,01;5,06371E+11
29-03-05;16.096,76;8,77956E+11;15.524,05;8,30058E+11;14.882,50;1,10343E+11;15.995,41;8,6088E+11;15.431,34;3,25105E+11;;;16.038,18;5,08387E+11
30-03-05;16.072,42;8,77204E+11;15.502,01;8,28929E+11;14.860,99;1,1023E+11;15.974,23;8,6023E+11;15.411,37;3,24678E+11;;;16.016,67;5,08836E+11
31-03-05;15.986,86;8,72794E+11;15.443,93;8,34671E+11;14.791,99;1,09608E+11;15.899,35;8,5621E+11;15.340,84;3,23233E+11;;;15.939,28;5,06676E+11
01-04-05;16.065,52;8,77041E+11;15.482,51;8,36717E+11;14.832,88;1,09911E+11;15.954,38;8,59035E+11;15.385,35;3,24125E+11;;;15.991,39;5,08333E+11
02-04-05;16.065,52;8,77041E+11;15.482,51;8,36717E+11;14.832,88;1,09911E+11;15.954,38;8,59035E+11;15.385,35;3,24125E+11;;;15.991,39;5,08333E+11
03-04-05;16.065,52;8,77041E+11;15.482,51;8,36717E+11;14.832,88;1,09911E+11;15.954,38;8,59035E+11;15.385,35;3,24125E+11;;;15.991,39;5,08333E+11
04-04-05;16.100,27;8,79859E+11;15.538,97;8,39735E+11;14.894,00;1,10361E+11;16.015,37;8,62221E+11;15.443,97;3,25478E+11;;;16.048,74;5,10159E+11
05-04-05;16.158,32;8,85113E+11;15.582,77;8,42443E+11;14.935,30;1,10661E+11;16.062,84;8,64716E+11;15.495,43;3,31651E+11;;;16.101,63;5,11859E+11
06-04-05;16.083,51;8,84286E+11;15.524,22;8,39269E+11;14.872,82;1,10201E+11;15.997,95;8,61262E+11;15.432,61;3,3029E+11;;;16.028,35;5,11839E+11
07-04-05;16.111,14;8,88731E+11;15.553,83;8,49259E+11;14.904,00;1,10428E+11;16.022,48;8,62544E+11;15.461,14;3,30951E+11;;;16.064,22;5,12906E+11
08-04-05;16.098,81;8,90884E+11;15.544,66;8,48378E+11;14.890,91;1,12932E+11;16.014,58;8,61746E+11;15.446,07;3,30618E+11;;;16.053,79;5,13776E+11
09-04-05;16.098,81;8,90884E+11;15.544,66;8,48378E+11;14.890,91;1,12932E+11;16.014,58;8,61746E+11;15.446,07;3,30618E+11;;;16.053,79;5,13776E+11
10-04-05;16.098,81;8,90884E+11;15.544,66;8,48378E+11;14.890,91;1,12932E+11;16.014,58;8,61746E+11;15.446,07;3,30618E+11;;;16.053,79;5,13776E+11
11-04-05;16.193,36;8,98829E+11;15.631,10;8,5301E+11;14.974,63;1,13566E+11;16.110,69;8,66857E+11;15.530,91;3,32423E+11;;;16.141,40;5,166E+11
12-04-05;16.180,67;9,00298E+11;15.629,17;8,52585E+11;14.964,96;1,13507E+11;16.097,20;8,66745E+11;15.522,58;3,32364E+11;;;16.130,41;5,16283E+11
13-04-05;16.234,49;9,04848E+11;15.669,28;8,55388E+11;15.009,74;1,13858E+11;16.142,86;8,68753E+11;15.570,78;3,33442E+11;;;16.182,02;5,19741E+11
14-04-05;16.191,40;9,03253E+11;15.630,05;8,58101E+11;14.971,67;1,13558E+11;16.104,33;8,66683E+11;15.533,81;3,32641E+11;;;16.143,82;5,18557E+11
15-04-05;16.217,99;9,17635E+11;15.651,36;8,61174E+11;14.981,81;1,09742E+11;16.111,20;8,74867E+11;15.548,99;3,39929E+11;;;16.157,87;5,22528E+11
16-04-05;16.217,99;9,17635E+11;15.651,36;8,61174E+11;14.981,81;1,09742E+11;16.111,20;8,74867E+11;15.548,99;3,39929E+11;;;16.157,87;5,22528E+11
17-04-05;16.217,99;9,17635E+11;15.651,36;8,61174E+11;14.981,81;1,09742E+11;16.111,20;8,74867E+11;15.548,99;3,39929E+11;;;16.157,87;5,22528E+11
18-04-05;16.080,12;9,11743E+11;15.521,24;8,5701E+11;14.849,35;1,15333E+11;15.969,61;8,7987E+11;15.410,68;3,37075E+11;;;16.009,61;5,20005E+11
19-04-05;16.009,80;9,08851E+11;15.469,93;8,54127E+11;14.799,41;1,14945E+11;15.900,07;8,76133E+11;15.359,39;3,39851E+11;;;15.947,10;5,18519E+11
20-04-05;15.829,78;9,00632E+11;15.308,71;8,45216E+11;14.636,72;1,13682E+11;15.737,69;8,68615E+11;15.193,35;3,36173E+11;;;15.783,28;5,14395E+11
21-04-05;15.967,74;9,09613E+11;15.430,42;8,5687E+11;14.755,86;1,14604E+11;15.873,82;8,76604E+11;15.322,83;3,39037E+11;;;15.921,51;5,1896E+11
22-04-05;15.955,33;9,10747E+11;15.429,04;8,57981E+11;14.752,49;1,14628E+11;15.870,19;8,76795E+11;15.320,31;3,38729E+11;;;15.912,23;5,19033E+11
23-04-05;15.955,33;9,10747E+11;15.429,04;8,57981E+11;14.752,49;1,14628E+11;15.870,19;8,76795E+11;15.320,31;3,38729E+11;;;15.912,23;5,19033E+11
24-04-05;15.955,33;9,10747E+11;15.429,04;8,57981E+11;14.752,49;1,14628E+11;15.870,19;8,76795E+11;15.320,31;3,38729E+11;;;15.912,23;5,19033E+11
25-04-05;15.975,32;9,12999E+11;15.423,06;8,58522E+11;14.751,78;1,14641E+11;15.876,97;8,78223E+11;15.312,99;3,39759E+11;;;15.919,58;5,19315E+11
26-04-05;15.992,58;9,15593E+11;15.454,37;8,60224E+11;14.772,11;1,14851E+11;15.896,63;8,8024E+11;15.347,39;3,40515E+11;;;15.939,55;5,20363E+11
27-04-05;16.083,02;9,21684E+11;15.524,19;8,64152E+11;14.835,71;1,15437E+11;15.973,84;8,84921E+11;15.421,59;3,4215E+11;;;16.019,44;5,24165E+11
28-04-05;16.012,72;9,1825E+11;15.466,18;8,65331E+11;14.775,83;1,15044E+11;15.907,38;8,81879E+11;15.359,92;3,40713E+11;;;15.954,75;5,22211E+11
29-04-05;15.981,00;9,16356E+11;15.416,24;8,63363E+11;14.726,89;1,14623E+11;15.870,68;8,79897E+11;15.315,24;3,40272E+11;;;15.909,19;5,20996E+11
30-04-05;15.981,00;9,16356E+11;15.416,24;8,63363E+11;14.726,89;1,14623E+11;15.870,68;8,79897E+11;15.315,24;3,40272E+11;;;15.909,19;5,20996E+11
01-05-05;15.981,00;9,16356E+11;15.416,24;8,63363E+11;14.726,89;1,14623E+11;15.870,68;8,79897E+11;15.315,24;3,40272E+11;;;15.909,19;5,20996E+11
02-05-05;15.852,91;9,08986E+11;15.311,60;8,57439E+11;14.622,41;1,1381E+11;15.757,88;8,73543E+11;15.211,82;3,37969E+11;;;15.793,83;5,17235E+11
03-05-05;15.885,58;9,10807E+11;15.329,03;8,5838E+11;14.637,48;1,13927E+11;15.782,98;8,7446E+11;15.230,37;3,41286E+11;;;15.819,39;5,18099E+11
04-05-05;15.913,18;9,12873E+11;15.359,71;8,60113E+11;14.667,32;1,14156E+11;15.803,90;8,75533E+11;15.256,76;3,4189E+11;;;15.849,43;5,1872E+11
05-05-05;15.931,59;9,14743E+11;15.387,16;8,61299E+11;14.692,76;1,14354E+11;15.833,38;8,77164E+11;15.278,55;3,42352E+11;;;15.872,06;5,18736E+11
06-05-05;16.038,41;9,21704E+11;15.475,63;8,68746E+11;14.795,65;1,15159E+11;15.943,95;8,83337E+11;15.386,13;3,44762E+11;;;15.977,87;5,22494E+11
07-05-05;16.038,41;9,21704E+11;15.475,63;8,68746E+11;14.795,65;1,15159E+11;15.943,95;8,83337E+11;15.386,13;3,44762E+11;;;15.977,87;5,22494E+11
08-05-05;16.038,41;9,21704E+11;15.475,63;8,68746E+11;14.795,65;1,15159E+11;15.943,95;8,83337E+11;15.386,13;3,44762E+11;;;15.977,87;5,22494E+11
09-05-05;16.048,31;9,22721E+11;15.475,60;8,68661E+11;14.788,65;1,15096E+11;15.938,42;8,91387E+11;15.381,93;3,44749E+11;;;15.980,27;5,22583E+11
10-05-05;16.146,49;9,28785E+11;15.598,83;8,75515E+11;14.887,24;1,17499E+11;16.052,25;8,97707E+11;15.489,80;3,47149E+11;;;16.089,93;5,26626E+11
11-05-05;16.166,41;9,3081E+11;15.603,85;8,75583E+11;14.892,13;1,17546E+11;16.059,71;8,98138E+11;15.495,46;3,47272E+11;;;16.096,38;5,27059E+11
12-05-05;16.103,20;9,27487E+11;15.554,81;8,75368E+11;14.838,42;1,17121E+11;15.996,89;8,94915E+11;15.438,79;3,4604E+11;;;16.040,71;5,25349E+11
13-05-05;16.028,47;9,23687E+11;15.456,86;8,69859E+11;14.757,36;1,16493E+11;15.911,75;8,90141E+11;15.352,71;3,441E+11;;;15.958,38;5,23416E+11
14-05-05;16.028,47;9,23687E+11;15.456,86;8,69859E+11;14.757,36;1,16493E+11;15.911,75;8,90141E+11;15.352,71;3,441E+11;;;15.958,38;5,23416E+11
15-05-05;16.028,47;9,23687E+11;15.456,86;8,69859E+11;14.757,36;1,16493E+11;15.911,75;8,90141E+11;15.352,71;3,441E+11;;;15.958,38;5,23416E+11
16-05-05;15.953,67;9,19612E+11;15.389,50;8,66112E+11;14.686,26;1,15928E+11;15.828,70;8,85468E+11;15.281,81;3,42487E+11;;;15.881,93;5,20895E+11
17-05-05;15.942,12;9,44179E+11;15.378,34;8,72357E+11;14.661,17;1,0827E+11;15.802,37;9,03984E+11;15.265,35;3,51037E+11;;;15.867,19;5,28303E+11
18-05-05;15.928,67;9,44527E+11;15.344,38;8,70422E+11;14.650,92;1,19194E+11;15.787,06;9,04034E+11;15.244,51;3,51055E+11;;;15.847,01;5,29894E+11
19-05-05;15.990,79;9,49279E+11;15.416,33;8,74428E+11;14.719,24;1,19875E+11;15.858,59;9,15567E+11;15.314,13;3,52645E+11;;;15.913,00;5,32164E+11
20-05-05;16.033,31;9,51772E+11;15.459,86;8,77359E+11;14.758,67;1,20197E+11;15.901,34;9,18998E+11;15.355,95;3,53603E+11;;;15.953,49;5,34176E+11
21-05-05;16.033,31;9,51772E+11;15.459,86;8,77359E+11;14.758,67;1,20197E+11;15.901,34;9,18998E+11;15.355,95;3,53603E+11;;;15.953,49;5,34176E+11
22-05-05;16.033,31;9,51772E+11;15.459,86;8,77359E+11;14.758,67;1,20197E+11;15.901,34;9,18998E+11;15.355,95;3,53603E+11;;;15.953,49;5,34176E+11
23-05-05;16.033,31;9,51772E+11;15.459,86;8,77359E+11;14.758,67;1,20197E+11;15.901,34;9,18998E+11;15.355,95;3,53603E+11;;;15.953,49;5,34176E+11
24-05-05;16.162,75;9,59459E+11;15.590,61;8,84535E+11;14.876,04;1,21153E+11;16.033,69;9,30641E+11;15.483,66;3,56503E+11;;;16.084,15;5,38551E+11
25-05-05;16.090,68;9,56625E+11;15.526,87;8,81936E+11;14.811,91;1,20694E+11;15.959,40;9,26341E+11;15.417,06;3,54965E+11;;;16.012,82;5,35479E+11
26-05-05;16.115,92;9,58646E+11;15.559,44;8,84264E+11;14.832,48;1,20923E+11;15.982,32;9,27898E+11;15.438,81;3,56716E+11;;;16.038,99;5,36548E+11
27-05-05;16.120,41;9,59212E+11;15.560,44;8,85311E+11;14.836,99;1,21004E+11;15.992,71;9,28547E+11;15.445,73;3,56871E+11;;;16.043,89;5,36877E+11
28-05-05;16.120,41;9,59212E+11;15.560,44;8,85311E+11;14.836,99;1,21004E+11;15.992,71;9,28547E+11;15.445,73;3,56871E+11;;;16.043,89;5,36877E+11
29-05-05;16.120,41;9,59212E+11;15.560,44;8,85311E+11;14.836,99;1,21004E+11;15.992,71;9,28547E+11;15.445,73;3,56871E+11;;;16.043,89;5,36877E+11
30-05-05;16.141,87;9,60923E+11;15.587,65;8,87862E+11;14.859,95;1,21236E+11;16.016,52;9,30729E+11;15.472,00;3,57595E+11;;;16.066,75;5,37416E+11
