Valores Confirmados;;;;;;;;;;;;
;;;;;;;;;;;;
Fecha;CAPITAL;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;MODELO;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
27-06-10;23.591,99;3,1844E+12;24.138,15;3,19574E+12;24.267,21;3,04545E+12;22.757,49;2,69789E+11;24.466,64;3,54275E+12;;
28-06-10;23.591,99;3,1844E+12;24.138,15;3,19574E+12;24.267,21;3,04545E+12;22.757,49;2,69789E+11;24.466,64;3,54275E+12;;
29-06-10;23.590,50;3,18452E+12;24.145,47;3,19779E+12;24.279,51;3,04781E+12;22.775,38;2,69976E+11;24.490,33;3,5469E+12;;
30-06-10;23.246,40;3,132E+12;23.782,04;3,14463E+12;23.877,50;2,99328E+12;22.383,14;2,6505E+11;24.094,86;3,49045E+12;;
01-07-10;23.210,53;3,11908E+12;23.732,23;3,1409E+12;23.865,39;2,99427E+12;22.347,26;2,59412E+11;24.063,01;3,48873E+12;;
02-07-10;23.038,33;3,09852E+12;23.549,34;3,11717E+12;23.730,20;2,97866E+12;22.216,75;2,57965E+11;23.893,50;3,45888E+12;;
03-07-10;23.038,33;3,09852E+12;23.549,34;3,11717E+12;23.730,20;2,97866E+12;22.216,75;2,57965E+11;23.893,50;3,45888E+12;;
04-07-10;23.038,33;3,09852E+12;23.549,34;3,11717E+12;23.730,20;2,97866E+12;22.216,75;2,57965E+11;23.893,50;3,45888E+12;;
05-07-10;22.935,95;3,08309E+12;23.462,59;3,10316E+12;23.653,99;2,96712E+12;22.158,12;2,57231E+11;23.803,05;3,44463E+12;;
06-07-10;22.925,99;3,08005E+12;23.466,76;3,10176E+12;23.618,41;2,96082E+12;22.162,82;2,61595E+11;23.796,46;3,44017E+12;;
07-07-10;23.093,20;3,10156E+12;23.636,86;3,12207E+12;23.801,64;2,98262E+12;22.343,96;2,63749E+11;23.974,89;3,46497E+12;;
08-07-10;23.323,04;3,12992E+12;23.857,60;3,14976E+12;24.047,89;3,01252E+12;22.560,01;2,66254E+11;24.228,90;3,50168E+12;;
09-07-10;23.530,41;3,1573E+12;24.068,72;3,17747E+12;24.228,47;3,03478E+12;22.743,17;2,68349E+11;24.442,09;3,53259E+12;;
10-07-10;23.530,41;3,1573E+12;24.068,72;3,17747E+12;24.228,47;3,03478E+12;22.743,17;2,68349E+11;24.442,09;3,53259E+12;;
11-07-10;23.530,41;3,1573E+12;24.068,72;3,17747E+12;24.228,47;3,03478E+12;22.743,17;2,68349E+11;24.442,09;3,53259E+12;;
12-07-10;23.716,52;3,18256E+12;24.268,19;3,20472E+12;24.410,17;3,05877E+12;22.934,36;2,70609E+11;24.644,63;3,56434E+12;;
13-07-10;23.760,30;3,18928E+12;24.315,11;3,21318E+12;24.440,88;3,06353E+12;22.952,57;2,70682E+11;24.672,31;3,57032E+12;;
14-07-10;23.849,38;3,20366E+12;24.395,96;3,2298E+12;24.498,92;3,07524E+12;23.041,52;2,71803E+11;24.763,57;3,58336E+12;;
15-07-10;23.898,79;3,21268E+12;24.444,42;3,2482E+12;24.578,62;3,0929E+12;23.086,15;2,68094E+11;24.821,95;3,58925E+12;;
16-07-10;23.898,79;3,21268E+12;24.444,42;3,2482E+12;24.578,62;3,0929E+12;23.086,15;2,68094E+11;24.821,95;3,58925E+12;;
17-07-10;23.898,79;3,21268E+12;24.444,42;3,2482E+12;24.578,62;3,0929E+12;23.086,15;2,68094E+11;24.821,95;3,58925E+12;;
18-07-10;23.898,79;3,21268E+12;24.444,42;3,2482E+12;24.578,62;3,0929E+12;23.086,15;2,68094E+11;24.821,95;3,58925E+12;;
19-07-10;23.574,11;3,17614E+12;24.129,36;3,2121E+12;24.250,00;3,06046E+12;22.780,07;2,65055E+11;24.482,19;3,55269E+12;;
